Taimekaitsevahendi ID,Taimekaitsevahendi nimi,Taimekaitsevahendi liik,Taimekaitsevahendi alamliik,Preparatiivne vorm,Loa valdaja,Loa valdaja aadress,On keemiline,Registreerimise number,Registreerimise kuupäev,Turulelaskmise loa lõpptähtaeg,Müüdav tunnistusega,Ohutuslaused hoiatuslaused,Riskilaused ohulaused,Ohtlikkuse kategooria,Ohumärgid piktogrammid ja tunnussõna,Ohtlikud ained etiketil,Taimekaitsevahendi tootja aadress,Taimekaitsevahendi pakendaja,Pakendi suurus,Vabamüügis olevad pakendid,EL kombineeritud nomenklatuur
00843,ROXY EC,Herbitsiid,,Emulsioonikontsentraat,GLOBACHEM N.V.,"Brustem Industriepark, Lichtenberglaan 2019 B-3800 Sint-Truiden, Belgium",True,00843,2023-03-01,2028-01-31,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P331 MITTE kutsuda esile oksendamist. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida pihustatud aine sissehingamist.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.","H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H315 Põhjustab nahaärritust;H317 Võib põhjustada allergilist nahareaktsiooni;H319 Põhjustab tugevat silmade ärritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H302 Allaneelamisel kahjulik",Hingamiskahjustused - Asp. Tox. 1;Nahasöövitus/-ärritus - Skin Irrit. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Äge mürgisus - Acute Tox. 4,GHS07;GHS08;GHS09;Ettevaatust,"Sisaldab ohtlikke aineid prosulfokarb ja lahustibensiin (nafta), kerged aromaatsed ühendid","Brustem Industriepark, Lichtenberglaan 2019 B-3800 Sint-Truiden, Belgium",GLOBACHEM NV,"5 l, 10 l, 20 l",,38089317
00856,Fuego 500 SC,Herbitsiid,,Suspensioonikontsentraat,ADAMA REGISTRATIONS B.V.,"P.O. Box 355, 3830 AK Leusden, The Netherlands",True,00856,2023-07-28,2027-10-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 meetrit põllumajanduses mittekasutatavast maast.;SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 1 kg metasakloori hektari kohta samal põllul kolme aasta jooksul.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid ja kaitserõivastust.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P363 Saastunud rõivad enne järgmist kasutamist pesta. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P201 Enne kasutamist tutvuda erijuhistega.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H351 Arvatavasti põhjustab vähktõbe;H317 Võib põhjustada allergilist nahareaktsiooni;H302 Allaneelamisel kahjulik",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Kantserogeensus - Carc. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Äge mürgisus - Acute Tox. 4,GHS09;GHS08;GHS07;Hoiatus,Sisaldab metasakloori. Võib põhjustada allergilist reaktsiooni,"P.O.Box 262, 77100 Ashdod, Israel","ADAMA Agan Ltd, P. O. Box 262, Ashdod, 77102 Israel","1 l, 5 l, 10 l, 20 l",,38089315
354,Sultan 500 SC,Herbitsiid,,Suspensioonikontsentraat,ADAMA REGISTRATIONS B.V.,"P.O. Box 355, 3830 AK Leusden, The Netherlands",True,354,2010-01-13,2027-10-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 meetrit põllumajanduses mittekasutatavast maast.;SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 1 kg metasakloori hektari kohta samal põllul kolme aasta jooksul.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid ja kaitserõivastust.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P363 Saastunud rõivad enne järgmist kasutamist pesta. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P201 Enne kasutamist tutvuda erijuhistega.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H351 Arvatavasti põhjustab vähktõbe;H317 Võib põhjustada allergilist nahareaktsiooni;H302 Allaneelamisel kahjulik",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Kantserogeensus - Carc. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Äge mürgisus - Acute Tox. 4,GHS09;GHS08;GHS07;Hoiatus,Sisaldab metasakloori. Võib põhjustada allergilist reaktsiooni,"P.O.Box 262, 77100 Ashdod, Israel","ADAMA Agan Ltd, P. O. Box 262, Ashdod, 77102 Israel","1 l, 5 l, 10 l, 20 l",,38089315
612,TBM 75 WG,Herbitsiid,,Vees dispergeeruvad graanulid,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, Planta 12, 30006 Murcia",True,612,2016-05-10,2026-10-31,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P280 Kanda kaitsekindaid, kaitserõivastust ja kaitsemaski.;P260 Tolmu ja pihustatud ainet mitte sisse hingata;P302+P350 NAHALE SATTUMISE KORRAL: pesta õrnalt rohke vee ja seebiga. ;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaveekogudest.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H317 Võib põhjustada allergilist nahareaktsiooni;H373 Võib kahjustada elundeid pikaajalisel või korduval kokkupuutel",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2,GHS09;GHS08;GHS07;Ettevaatust,Sisaldab ohtliku ainet: metüültribenuroon,"Domnic Holm, 29th Road, 	Bandra (West),Mumbai – 400 050, India",Sharda Cropchem Ltd.,"100 g, 250 g, 500 g and 1 kg HDPE pudelid",,38089323
00846,Cythrin 500,Insektitsiid,,Emulsioonikontsentraat,ARYSTA LIFESCIENCE BENELUX SPRL,"Rue de Renory 26/1, B-4102 Ougree, Belgium",True,00846,2023-04-14,2026-10-31,True,"P102 Hoida lastele kättesaamatus kohas.;P210 Hoida eemal soojusallikast/sädemetest/leekidest/kuumadest pindadest. – Mitte suitsetada ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P303+P361+P353 NAHALE (või juustele) SATTUMISE KORRAL: võtta viivitamata kõik saastunud rõivad seljast. Loputada nahka veega/loputada duši all. ;P331 MITTE kutsuda esile oksendamist. ;P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida auru ja pihustatud aine sissehingamist;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist maisil 25 m, viinamarjadel 30 m, dekoratiivtaimedel 20 m, dekoratiivpuudel 40 m ja teistel kultuuridel 10 m pinnaveekogudest.;SPe8 Mesilastele ja teistele tolmeldajatele ohtlik. Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel. Kui ei esine õitsvaid taimi, siis on lubatud kasutada ajavahemikus 22:00-05:00","H226 Tuleohtlik vedelik ja aur;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H315 Põhjustab nahaärritust;H318 Põhjustab raskeid silmakahjustusi;H332 Sissehingamisel kahjulik;H335 Võib põhjustada hingamisteede ärritust;H336 Võib põhjustada unisust või peapööritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H373 Võib kahjustada elundeid (närvisüsteemi) pikaajalisel või korduval kokkupuutel.",Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2;Tuleohtlik vedelik - Flam. Liq. 3;Hingamiskahjustused - Asp. Tox. 1;Nahasöövitus/-ärritus - Skin Irrit. 2;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Äge mürgisus - Acute Tox. 4,GHS02;GHS05;GHS07;GHS08;GHS09;Ettevaatust,,"Rue de Renory 26/1, B-4102 Ougree, Belgium",Arysta LifeScience Benelux SPRL,"100 mL, 250 mL, 500 mL, 1 L, 5 L HDPE või PET pudelid, 10 L, 20 L HDPE konteiner",,38089110
391,Cyperkill 500 EC,Insektitsiid,,Emulsioonikontsentraat,ARYSTA LIFESCIENCE BENELUX SPRL,"Rue de Renory 26/1, B-4102 Ougree, Belgium",True,391,2011-02-02,2026-10-31,True,"P102 Hoida lastele kättesaamatus kohas.;P210 Hoida eemal soojusallikast/sädemetest/leekidest/kuumadest pindadest. – Mitte suitsetada ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P303+P361+P353 NAHALE (või juustele) SATTUMISE KORRAL: võtta viivitamata kõik saastunud rõivad seljast. Loputada nahka veega/loputada duši all. ;P331 MITTE kutsuda esile oksendamist. ;P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida auru ja pihustatud aine sissehingamist;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist maisil 25 m, viinamarjadel 30 m, dekoratiivtaimedel 20 m, dekoratiivpuudel 40 m ja teistel kultuuridel 10 m pinnaveekogudest.;SPe8 Mesilastele ja teistele tolmeldajatele ohtlik. Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel. Kui ei esine õitsvaid taimi, siis on lubatud kasutada ajavahemikus 22:00-05:00","H226 Tuleohtlik vedelik ja aur;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H315 Põhjustab nahaärritust;H318 Põhjustab raskeid silmakahjustusi;H332 Sissehingamisel kahjulik;H335 Võib põhjustada hingamisteede ärritust;H336 Võib põhjustada unisust või peapööritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H373 Võib kahjustada elundeid (närvisüsteemi) pikaajalisel või korduval kokkupuutel.",Tuleohtlik vedelik - Flam. Liq. 3;Hingamiskahjustused - Asp. Tox. 1;Nahasöövitus/-ärritus - Skin Irrit. 2;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Äge mürgisus - Acute Tox. 4;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2,GHS02;GHS05;GHS07;GHS08;GHS09;Ettevaatust,,"Rue de Renory 26/1, B-4102 Ougree, Belgium",Arysta LifeScience Benelux SPRL,"100 mL, 250 mL, 500 mL, 1 L, 5 L HDPE või PET pudelid, 10 L, 20 L HDPE konteiner",,38089110
00847,Super Cyper 500,Insektitsiid,,Emulsioonikontsentraat,ARYSTA LIFESCIENCE BENELUX SPRL,"Rue de Renory 26/1, B-4102 Ougree, Belgium",True,00847,2023-04-14,2026-10-31,True,"P102 Hoida lastele kättesaamatus kohas.;P210 Hoida eemal soojusallikast/sädemetest/leekidest/kuumadest pindadest. – Mitte suitsetada ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P303+P361+P353 NAHALE (või juustele) SATTUMISE KORRAL: võtta viivitamata kõik saastunud rõivad seljast. Loputada nahka veega/loputada duši all. ;P331 MITTE kutsuda esile oksendamist. ;P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida auru ja pihustatud aine sissehingamist;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist maisil 25 m, viinamarjadel 30 m, dekoratiivtaimedel 20 m, dekoratiivpuudel 40 m ja teistel kultuuridel 10 m pinnaveekogudest.;SPe8 Mesilastele ja teistele tolmeldajatele ohtlik. Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel. Kui ei esine õitsvaid taimi, siis on lubatud kasutada ajavahemikus 22:00-05:00","H226 Tuleohtlik vedelik ja aur;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H315 Põhjustab nahaärritust;H318 Põhjustab raskeid silmakahjustusi;H332 Sissehingamisel kahjulik;H335 Võib põhjustada hingamisteede ärritust;H336 Võib põhjustada unisust või peapööritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H373 Võib kahjustada elundeid (närvisüsteemi) pikaajalisel või korduval kokkupuutel.",Tuleohtlik vedelik - Flam. Liq. 3;Hingamiskahjustused - Asp. Tox. 1;Nahasöövitus/-ärritus - Skin Irrit. 2;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Äge mürgisus - Acute Tox. 4;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2,GHS02;GHS05;GHS07;GHS08;GHS09;Ettevaatust,,"Rue de Renory 26/1, B-4102 Ougree, Belgium",Arysta LifeScience Benelux SPRL,"100 mL, 250 mL, 500 mL, 1 L, 5 L HDPE või PET pudelid, 10 L, 20 L HDPE konteiner",,38089110
00688,Evure,Insektitsiid,,"Emulsioon, õli vees",ADAMA REGISTRATIONS B.V.,"P.O. Box 355, 3830 AK Leusden, The Netherlands",True,00688,2018-01-18,2028-01-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest tali- ja suviteraviljadel, tali- ja suvirapsil, rüpsil, linal, hernel, oal ja kartulil, 20 m porgandil, kapsastel, kaalikal, suhkru-, sööda- ja söögipeedil ja 30 m ilutaimedel ja jõulupuudel.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P102 Hoida lastele kättesaamatus kohas.","H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1,GHS09;Hoiatus,"Tau-fluvalinaat ja 1,2-etaandiool.","P. O. Box 60, Beer Sheva 84100, Israel.",1) ADAMA Makhteshim Ltd. 2) väikepakenditesse ümberpakendaja:  – UAB “Litagros prekyba” 3)UAB Baltic Agro.,"1 l, 5 l PET; 1 l PE/PA või f-HDPE kanister, 5 l f-HDPE kanister",,38089110
00950,Soratel,Fungitsiid,,Emulsioonikontsentraat,ADAMA REGISTRATIONS B.V.,"P.O. Box 355  NL-3830 AK Leusden, Madalmaad",True,00950,2025-10-31,2028-03-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogudest taliteraviljadel ja talirapsil kasutamisel.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P260 Udu/auru/pihustatud ainet mitte sisse hingata.;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P303+P361+P353 NAHALE (või juustele) SATTUMISE KORRAL: võtta viivitamata kõik saastunud rõivad seljast. Loputada nahka veega.;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P301+P330+P331+P310 ALLANEELAMISE KORRAL: loputada suud. MITTE kutsuda esile oksendamist. Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE/arstiga.;P410 Hoida päikesevalguse eest. ;P391 Mahavoolanud toode kokku koguda. ","H302+H332 Allaneelamisel või sissehingamisel kahjulik;H317 Võib põhjustada allergilist nahareaktsiooni;H314 Põhjustab rasket nahasöövitust ja silmakahjustusi;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime",Äge mürgisus - Acute Tox. 4;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1B;Nahasöövitus/-ärritus - Skin Corr. 1B;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS07;GHS05;GHS09;Ettevaatust,N-(n-oktüül)-2-pürrolidoon; Atsetofenoon,"P.O. Box 60, Beer Sheva, 8410001, Israel",ADAMA Makhteshim Ltd.,"0.5 L, 1 L pudel, 5 L, 10 L, 15 L, 20 L pudel või mahuti HDPE/PA",,38089250
00949,CROWN MH,Kasvuregulaator,,Vesilahus/Vees lahustuv kontsentraat,KREGLINGER EUROPE NV,"Grote Markt, 7, B- 2000 Antwerp, Belgia",True,00949,2025-10-27,2033-10-31,True,P280 Kanda kaitsekindaid.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,"EUH208 Sisaldab 1,2-bensisotiasool-3(2H)-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Klassifikatsioon puudub,Puudub,,"P.O. Box 13327
Memphis, TN 38113-0327, USA",Kemetyl Belgium N.V.,"5; 15; 20 L HDPE kanister
200; 300; 600; 1000 L HDPE mahuti",,38089390
00803,Incelo,Herbitsiid,,Vees lahustuvad graanulid,BAYER AG,,True,00803,2021-07-05,2028-03-01,True,P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni talinisul ja talitritikalel kasutamisel mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast või kasutada triivi vähendavaid otsakuid.;P280 Kanda kaitsekindaid ja kaitseprille.,"H319 Põhjustab tugevat silmade ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,"Sulfoneeritud aromaatsed polümeerid, naatriumsool","Kaiser-Wilhelm-Allee 1
51373 Leverkusen
Saksamaa",,"1,5 kg HDPE, COEX HDPE/PA, COEX/EVOH",,38089327
00952,Joust,Fungitsiid,,Emulsioonikontsentraat,NUFARM  GMBH & CO KG,"St.-Peter Str. 25, A-4021 Linz, Austria",True,00952,2025-11-14,2028-03-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P403+P233 Hoida hästi ventileeritavas kohas. Hoida mahuti tihedalt suletuna. ;P391 Mahavoolanud toode kokku koguda. ","H315 Põhjustab nahaärritust;H319 Põhjustab tugevat silmade ärritust;H317 Võib põhjustada allergilist nahareaktsiooni;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H332 Sissehingamisel kahjulik",Nahasöövitus/-ärritus - Skin Irrit. 2;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1B;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS09;GHS07;Hoiatus,"N,N-dimetüüldodeka-9-eenamiid, benseensulfoonhape, dodetsüül-, kaltsiumsoolad, 2-etüülheksaan-1-ool","St.-Peter Str. 25, A-4021 Linz, Austria",NUFARM  GMBH & CO KG,"0.5, 1, 5, 10, 20 L HDPE pudel",,38089250
